Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,0.91,0.96,0.89,0.89,0.89,179100
2019-08-02,0.91,0.93,0.9,0.92,0.92,37800
2019-08-05,0.9,0.91,0.88,0.88,0.88,67200
2019-08-06,0.88,0.92,0.86,0.87,0.87,92800
2019-08-07,0.83,0.9,0.82,0.83,0.83,116600
2019-08-08,0.84,0.9,0.84,0.86,0.86,24500
2019-08-09,0.88,0.91,0.88,0.9,0.9,26300
2019-08-12,0.89,0.89,0.83,0.89,0.89,4700
2019-08-13,0.84,0.89,0.84,0.88,0.88,18900
2019-08-14,0.82,0.87,0.8,0.84,0.84,167700
2019-08-15,0.82,0.9,0.82,0.84,0.84,70900
2019-08-16,0.86,0.89,0.86,0.87,0.87,24400
2019-08-19,0.91,0.91,0.87,0.88,0.88,20600
2019-08-20,0.88,0.88,0.86,0.87,0.87,42100
2019-08-21,0.86,0.88,0.85,0.87,0.87,7800
2019-08-22,0.86,0.87,0.84,0.86,0.86,48500
2019-08-23,0.86,0.86,0.84,0.84,0.84,6700
2019-08-26,0.84,0.85,0.8,0.82,0.82,67100
2019-08-27,0.82,0.86,0.8,0.82,0.82,11500
2019-08-28,0.83,0.83,0.8,0.81,0.81,8200
2019-08-29,0.8,0.85,0.8,0.81,0.81,34700
2019-08-30,0.82,0.87,0.8,0.87,0.87,35800
2019-09-03,0.87,0.87,0.8,0.86,0.86,15100
2019-09-04,0.86,0.86,0.8,0.83,0.83,12600
2019-09-05,0.81,0.86,0.8,0.86,0.86,23200
2019-09-06,0.83,0.86,0.79,0.85,0.85,7700
2019-09-09,0.81,0.85,0.79,0.82,0.82,29000
2019-09-10,0.8,0.85,0.79,0.81,0.81,52900
2019-09-11,0.78,0.81,0.78,0.79,0.79,148300
2019-09-12,0.82,0.82,0.77,0.77,0.77,84200
2019-09-13,0.77,0.82,0.75,0.82,0.82,80000
2019-09-16,0.8,0.87,0.75,0.86,0.86,78700
2019-09-17,0.86,0.93,0.83,0.89,0.89,42700
2019-09-18,0.91,0.91,0.86,0.88,0.88,16100
2019-09-19,0.86,0.89,0.83,0.83,0.83,19300
2019-09-20,0.83,0.85,0.81,0.84,0.84,68800
2019-09-23,0.83,0.83,0.8,0.81,0.81,42100
2019-09-24,0.83,0.85,0.81,0.81,0.81,10100
2019-09-25,0.8,0.84,0.8,0.82,0.82,59000
2019-09-26,0.83,0.92,0.79,0.89,0.89,107300
2019-09-27,0.86,0.96,0.86,0.95,0.95,57300
2019-09-30,0.93,0.98,0.89,0.98,0.98,17500
2019-10-01,0.95,1.0,0.94,0.95,0.95,10800
2019-10-02,0.91,0.93,0.9,0.92,0.92,14200
2019-10-03,0.92,0.92,0.85,0.87,0.87,9900
2019-10-04,0.85,0.92,0.85,0.9,0.9,15000
2019-10-07,0.86,0.92,0.85,0.89,0.89,14700
2019-10-08,0.91,0.91,0.9,0.9,0.9,1800
2019-10-09,0.85,0.88,0.85,0.86,0.86,11100
2019-10-10,0.87,0.87,0.85,0.85,0.85,7300
2019-10-11,0.85,0.91,0.85,0.9,0.9,15300
2019-10-14,0.91,0.92,0.87,0.92,0.92,64700
2019-10-15,0.92,0.93,0.91,0.93,0.93,56200
2019-10-16,0.93,0.93,0.92,0.92,0.92,4100
2019-10-17,0.94,0.94,0.92,0.93,0.93,7800
2019-10-18,0.95,0.95,0.92,0.93,0.93,55600
2019-10-21,0.93,0.97,0.92,0.92,0.92,16400
2019-10-22,0.92,0.92,0.91,0.91,0.91,10200
2019-10-23,0.91,0.96,0.9,0.91,0.91,6700
2019-10-24,0.9,0.91,0.87,0.87,0.87,18800
2019-10-25,0.9,0.9,0.87,0.88,0.88,16900
2019-10-28,0.9,0.91,0.89,0.9,0.9,10100
2019-10-29,0.86,0.92,0.86,0.89,0.89,53800
2019-10-30,0.89,0.9,0.88,0.89,0.89,27300
2019-10-31,0.9,0.9,0.86,0.87,0.87,10800
2019-11-01,0.86,0.92,0.86,0.92,0.92,15200
2019-11-04,0.93,0.95,0.91,0.93,0.93,17400
2019-11-05,0.93,0.93,0.9,0.9,0.9,8100
2019-11-06,0.88,0.9,0.88,0.9,0.9,15400
2019-11-07,0.88,0.91,0.88,0.9,0.9,62500
2019-11-08,0.9,1.05,0.9,0.94,0.94,119600
2019-11-11,0.93,0.99,0.89,0.92,0.92,29900
2019-11-12,0.94,0.95,0.85,0.88,0.88,34100
2019-11-13,0.86,0.93,0.85,0.89,0.89,29000
2019-11-14,0.92,0.92,0.88,0.89,0.89,32900
2019-11-15,0.92,0.93,0.9,0.91,0.91,17100
2019-11-18,0.89,0.92,0.88,0.92,0.92,31900
2019-11-19,0.88,0.9,0.88,0.9,0.9,14200
2019-11-20,0.9,0.91,0.86,0.86,0.86,21300
2019-11-21,0.88,0.89,0.85,0.85,0.85,20700
2019-11-22,0.88,0.91,0.85,0.9,0.9,68900
2019-11-25,0.88,0.95,0.88,0.95,0.95,83800
2019-11-26,0.95,0.95,0.89,0.93,0.93,22700
2019-11-27,0.96,0.96,0.93,0.93,0.93,16400
2019-11-29,0.93,0.94,0.91,0.92,0.92,8100
2019-12-02,0.96,0.96,0.9,0.92,0.92,3900
2019-12-03,0.9,0.9,0.84,0.85,0.85,32400
2019-12-04,0.87,0.9,0.84,0.84,0.84,22700
2019-12-05,0.85,0.86,0.83,0.83,0.83,18000
2019-12-06,0.87,0.87,0.83,0.83,0.83,13600
2019-12-09,0.83,0.85,0.83,0.84,0.84,31400
2019-12-10,0.86,0.87,0.82,0.83,0.83,18000
2019-12-11,0.85,0.85,0.82,0.84,0.84,11000
2019-12-12,0.87,0.87,0.84,0.84,0.84,9800
2019-12-13,0.84,0.85,0.83,0.85,0.85,12900
2019-12-16,0.85,0.85,0.8,0.82,0.82,39200
2019-12-17,0.81,0.85,0.81,0.85,0.85,41900
2019-12-18,0.84,0.87,0.84,0.86,0.86,14500
2019-12-19,0.87,0.9,0.85,0.88,0.88,57100
2019-12-20,0.85,0.88,0.85,0.87,0.87,6700
2019-12-23,0.87,0.88,0.87,0.88,0.88,23700
2019-12-24,0.88,0.89,0.86,0.87,0.87,20200
2019-12-26,0.85,0.88,0.85,0.87,0.87,11000
2019-12-27,0.87,0.87,0.82,0.82,0.82,44300
2019-12-30,0.84,0.85,0.83,0.83,0.83,39400
2019-12-31,0.82,0.85,0.82,0.82,0.82,9000
2020-01-02,0.84,0.84,0.82,0.83,0.83,18100
2020-01-03,0.84,0.85,0.81,0.82,0.82,37000
2020-01-06,0.84,0.86,0.82,0.86,0.86,21300
2020-01-07,0.87,0.87,0.82,0.86,0.86,15400
2020-01-08,0.87,0.87,0.81,0.85,0.85,15600
2020-01-09,0.82,0.86,0.82,0.84,0.84,4800
2020-01-10,0.84,0.85,0.83,0.83,0.83,1300
2020-01-13,0.81,0.82,0.8,0.8,0.8,33000
2020-01-14,0.8,0.83,0.8,0.83,0.83,34000
2020-01-15,0.8,0.83,0.79,0.79,0.79,39200
2020-01-16,0.8,0.8,0.79,0.8,0.8,18500
2020-01-17,0.79,0.81,0.79,0.81,0.81,6800
2020-01-21,0.79,0.8,0.79,0.8,0.8,15500
2020-01-22,0.78,0.79,0.78,0.79,0.79,13400
2020-01-23,0.78,0.79,0.78,0.78,0.78,21000
2020-01-24,0.77,0.78,0.76,0.76,0.76,11700
2020-01-27,0.75,0.75,0.7,0.7,0.7,33300
2020-01-28,0.7,0.72,0.7,0.72,0.72,11900
2020-01-29,0.72,0.75,0.72,0.72,0.72,10900
2020-01-30,0.71,0.72,0.71,0.72,0.72,20200
2020-01-31,0.74,0.74,0.71,0.73,0.73,28600
2020-02-03,0.74,0.74,0.73,0.74,0.74,5500
2020-02-04,0.74,0.74,0.72,0.74,0.74,16800
2020-02-05,0.73,0.74,0.73,0.74,0.74,26900
2020-02-06,0.73,0.74,0.72,0.73,0.73,20400
2020-02-07,0.72,0.76,0.71,0.76,0.76,28700
2020-02-10,0.71,0.75,0.69,0.7,0.7,40500
2020-02-11,0.71,0.72,0.7,0.71,0.71,44200
2020-02-12,0.7,0.72,0.65,0.68,0.68,133100
2020-02-13,0.7,0.71,0.67,0.68,0.68,78900
2020-02-14,0.68,0.7,0.66,0.68,0.68,22600
2020-02-18,0.65,0.66,0.63,0.65,0.65,27200
2020-02-19,0.65,0.66,0.6,0.6,0.6,120700
2020-02-20,0.6,0.63,0.58,0.62,0.62,128200
2020-02-21,0.62,0.66,0.62,0.65,0.65,70100
2020-02-24,0.65,0.67,0.64,0.65,0.65,26500
2020-02-25,0.69,0.7,0.62,0.62,0.62,88800
2020-02-26,0.6,0.64,0.6,0.62,0.62,38100
2020-02-27,0.62,0.62,0.6,0.61,0.61,50700
2020-02-28,0.6,0.62,0.6,0.61,0.61,84900
2020-03-02,0.6,0.61,0.58,0.6,0.6,23900
2020-03-03,0.61,0.63,0.6,0.62,0.62,17400
2020-03-04,0.62,0.67,0.62,0.66,0.66,20200
2020-03-05,0.64,0.65,0.6,0.61,0.61,30900
2020-03-06,0.58,0.65,0.58,0.63,0.63,26400
2020-03-09,0.58,0.6,0.5,0.53,0.53,45900
2020-03-10,0.58,0.6,0.56,0.58,0.58,32000
2020-03-11,0.57,0.57,0.45,0.48,0.48,67500
2020-03-12,0.42,0.44,0.32,0.38,0.38,107600
2020-03-13,0.39,0.45,0.39,0.4,0.4,41400
2020-03-16,0.77,0.77,0.39,0.39,0.39,87200
2020-03-17,0.35,0.35,0.28,0.32,0.32,28000
2020-03-18,0.35,0.35,0.2,0.32,0.32,64900
2020-03-19,0.32,0.32,0.22,0.3,0.3,29800
2020-03-20,0.32,0.32,0.3,0.3,0.3,14300
2020-03-23,0.31,0.31,0.26,0.29,0.29,26200
2020-03-24,0.31,0.34,0.29,0.33,0.33,24700
2020-03-25,0.33,0.34,0.3,0.31,0.31,23800
2020-03-26,0.34,0.37,0.34,0.36,0.36,48900
2020-03-27,0.33,0.35,0.25,0.33,0.33,44000
2020-03-30,0.35,0.35,0.33,0.33,0.33,15900
2020-03-31,0.4,0.4,0.34,0.35,0.35,14700
2020-04-01,0.36,0.37,0.33,0.33,0.33,46700
2020-04-02,0.33,0.43,0.28,0.28,0.28,274900
2020-04-03,0.32,0.33,0.29,0.3,0.3,62300
2020-04-06,0.26,0.3,0.26,0.29,0.29,36300
2020-04-07,0.31,0.32,0.26,0.27,0.27,55800
2020-04-08,0.26,0.64,0.26,0.36,0.36,463700
2020-04-09,0.55,0.82,0.35,0.37,0.37,4655600
2020-04-13,0.49,0.49,0.37,0.39,0.39,797600
2020-04-14,0.34,0.37,0.31,0.33,0.33,373400
2020-04-15,0.33,0.33,0.32,0.33,0.33,177600
2020-04-16,0.34,0.34,0.3,0.3,0.3,340000
2020-04-17,0.3,0.35,0.29,0.31,0.31,557700
2020-04-20,0.31,0.32,0.26,0.31,0.31,184800
2020-04-21,0.3,0.32,0.3,0.3,0.3,125900
2020-04-22,0.3,0.38,0.3,0.36,0.36,461800
2020-04-23,0.4,0.45,0.32,0.41,0.41,1992800
2020-04-24,0.45,0.49,0.39,0.43,0.43,1007500
2020-04-27,0.43,0.49,0.42,0.46,0.46,488500
2020-04-28,0.45,0.47,0.44,0.45,0.45,155900
2020-04-29,0.47,0.47,0.42,0.43,0.43,160100
2020-04-30,0.43,0.44,0.4,0.42,0.42,41700
2020-05-01,0.42,0.43,0.39,0.42,0.42,43700
2020-05-04,0.42,0.42,0.4,0.41,0.41,22200
2020-05-05,0.41,0.46,0.41,0.41,0.41,39800
2020-05-06,0.42,0.44,0.39,0.41,0.41,43800
2020-05-07,0.41,0.46,0.41,0.44,0.44,111500
2020-05-08,0.61,0.71,0.51,0.69,0.69,1029100
2020-05-11,0.71,0.77,0.65,0.72,0.72,255700
2020-05-12,0.72,0.77,0.7,0.75,0.75,141600
2020-05-13,0.75,0.76,0.7,0.73,0.73,67400
2020-05-14,0.68,0.71,0.53,0.67,0.67,72300
2020-05-15,0.65,0.77,0.65,0.77,0.77,77100
2020-05-18,0.75,0.78,0.75,0.78,0.78,47400
2020-05-19,0.78,0.87,0.78,0.86,0.86,145000
2020-05-20,0.86,0.86,0.84,0.85,0.85,57500
2020-05-21,0.85,0.85,0.85,0.85,0.85,18800
2020-05-22,0.84,0.86,0.84,0.85,0.85,32000
2020-05-26,0.86,0.86,0.84,0.86,0.86,24700
2020-05-27,0.84,0.86,0.83,0.85,0.85,36700
2020-05-28,0.85,0.86,0.84,0.84,0.84,57500
2020-05-29,0.82,0.82,0.67,0.76,0.76,61400
2020-06-01,0.75,0.79,0.74,0.79,0.79,11700
2020-06-02,0.8,0.82,0.75,0.77,0.77,24600
2020-06-03,0.75,0.76,0.73,0.73,0.73,48400
2020-06-04,0.75,0.78,0.73,0.76,0.76,75500
2020-06-05,0.76,0.8,0.75,0.8,0.8,76900
2020-06-08,0.82,0.92,0.8,0.92,0.92,132500
2020-06-09,0.92,1.02,0.92,0.98,0.98,189600
2020-06-10,1.02,1.05,0.95,0.96,0.96,195400
2020-06-11,0.91,0.96,0.91,0.94,0.94,49500
2020-06-12,0.91,0.96,0.91,0.95,0.95,37600
2020-06-15,0.96,0.97,0.94,0.95,0.95,17300
2020-06-16,0.93,1.0,0.92,0.97,0.97,36700
2020-06-17,0.97,1.01,0.97,1.01,1.01,77300
2020-06-18,1.01,1.02,0.92,0.95,0.95,108100
2020-06-19,0.93,0.98,0.79,0.86,0.86,77700
2020-06-22,0.84,0.89,0.83,0.85,0.85,12000
2020-06-23,0.86,0.86,0.82,0.85,0.85,7200
2020-06-24,0.83,0.83,0.75,0.76,0.76,53100
2020-06-25,0.76,0.82,0.76,0.77,0.77,8300
2020-06-26,0.8,0.86,0.73,0.82,0.82,17800
2020-06-29,0.86,0.86,0.74,0.76,0.76,20000
2020-06-30,0.74,0.8,0.74,0.74,0.74,27100
2020-07-01,0.77,0.8,0.74,0.78,0.78,8100
2020-07-02,0.82,0.82,0.71,0.73,0.73,23600
2020-07-06,0.71,0.76,0.71,0.73,0.73,5700
2020-07-07,0.69,0.73,0.65,0.72,0.72,14600
2020-07-08,0.74,0.74,0.64,0.64,0.64,37500
2020-07-09,0.64,0.7,0.64,0.67,0.67,21900
2020-07-10,0.67,0.67,0.64,0.65,0.65,12600
2020-07-13,0.64,0.75,0.63,0.63,0.63,63400
2020-07-14,0.63,0.66,0.63,0.66,0.66,34700
2020-07-15,0.68,0.71,0.68,0.71,0.71,15500
2020-07-16,0.65,0.71,0.65,0.7,0.7,3200
2020-07-17,0.67,0.72,0.65,0.72,0.72,7200
2020-07-20,0.69,0.75,0.69,0.71,0.71,14100
2020-07-21,0.7,0.74,0.7,0.71,0.71,23200
2020-07-22,0.71,0.72,0.67,0.7,0.7,18000
2020-07-23,0.7,0.75,0.7,0.71,0.71,44200
2020-07-24,0.69,0.74,0.68,0.69,0.69,14000
2020-07-27,0.75,0.75,0.65,0.67,0.67,33700
2020-07-28,0.65,0.7,0.65,0.66,0.66,12200
2020-07-29,0.68,0.68,0.66,0.68,0.68,12700
2020-07-30,0.68,0.68,0.6,0.64,0.64,46200
2020-07-31,0.62,0.65,0.59,0.63,0.63,37900
2020-08-03,0.62,0.65,0.62,0.63,0.63,17900
2020-08-04,0.63,0.63,0.59,0.62,0.62,12700
2020-08-05,0.6,0.64,0.58,0.62,0.62,39800
2020-08-06,0.65,0.67,0.61,0.65,0.65,50700
2020-08-07,0.66,0.66,0.52,0.55,0.55,179900
2020-08-10,0.77,0.77,0.57,0.69,0.69,414000
2020-08-11,0.6,0.65,0.59,0.62,0.62,73000
2020-08-12,0.61,0.64,0.61,0.61,0.61,21800
2020-08-13,0.63,0.65,0.55,0.56,0.56,156700
2020-08-14,0.59,0.61,0.54,0.55,0.55,92800
2020-08-17,0.54,0.54,0.52,0.52,0.52,52400
2020-08-18,0.53,0.54,0.47,0.48,0.48,134600
2020-08-19,0.52,0.54,0.49,0.5,0.5,36100
2020-08-20,0.46,0.49,0.46,0.47,0.47,23400
2020-08-21,0.48,0.5,0.47,0.5,0.5,29400
2020-08-24,0.51,0.53,0.42,0.42,0.42,289500
2020-08-25,0.52,0.52,0.43,0.44,0.44,55400
2020-08-26,0.44,0.45,0.4,0.41,0.41,69400
2020-08-27,0.43,0.45,0.4,0.41,0.41,76400
2020-08-28,0.42,0.45,0.39,0.4,0.4,176100
2020-08-31,0.41,0.42,0.38,0.39,0.39,198700
2020-09-01,0.38,0.4,0.38,0.39,0.39,17100
2020-09-02,0.39,0.42,0.35,0.35,0.35,133900
2020-09-03,0.36,0.39,0.36,0.36,0.36,33800
2020-09-04,0.35,0.37,0.32,0.35,0.35,70600
2020-09-08,0.38,0.38,0.36,0.36,0.36,24600
2020-09-09,0.37,0.37,0.35,0.35,0.35,25600
2020-09-10,0.36,0.36,0.34,0.34,0.34,27700
2020-09-11,0.34,0.36,0.33,0.33,0.33,26600
2020-09-14,0.35,0.35,0.33,0.33,0.33,8400
2020-09-15,0.34,0.44,0.33,0.41,0.41,229700
2020-09-16,0.42,0.43,0.36,0.41,0.41,101400
2020-09-17,0.37,0.41,0.37,0.41,0.41,63400
2020-09-18,0.41,0.44,0.38,0.39,0.39,217200
2020-09-21,0.37,0.39,0.36,0.38,0.38,65400
2020-09-22,0.38,0.39,0.35,0.35,0.35,91100
2020-09-23,0.35,0.36,0.33,0.33,0.33,56500
2020-09-24,0.33,0.4,0.33,0.38,0.38,159000
2020-09-25,0.4,0.43,0.36,0.41,0.41,322000
2020-09-28,0.43,0.52,0.41,0.48,0.48,387800
2020-09-29,0.53,0.55,0.41,0.47,0.47,395000
2020-09-30,0.45,0.48,0.38,0.41,0.41,238100
2020-10-01,0.41,0.44,0.39,0.4,0.4,59800
2020-10-02,0.4,0.43,0.39,0.42,0.42,34500
2020-10-05,0.42,0.44,0.39,0.4,0.4,92100
2020-10-06,0.39,0.41,0.33,0.36,0.36,109000
2020-10-07,0.39,0.39,0.36,0.36,0.36,76500
2020-10-08,0.37,0.51,0.36,0.41,0.41,1298600
2020-10-09,0.73,0.92,0.53,0.6,0.6,15228000
2020-10-12,0.55,0.57,0.52,0.54,0.54,829000
2020-10-13,0.51,0.51,0.45,0.47,0.47,400200
2020-10-14,0.49,0.49,0.42,0.46,0.46,214800
2020-10-15,0.44,0.46,0.4,0.43,0.43,136800
2020-10-16,0.43,0.44,0.42,0.42,0.42,70700
2020-10-19,0.4,0.43,0.4,0.42,0.42,194800
2020-10-20,0.41,0.51,0.41,0.45,0.45,414000
2020-10-21,0.46,0.48,0.45,0.45,0.45,78800
2020-10-22,0.45,0.46,0.44,0.45,0.45,94400
2020-10-23,0.47,0.49,0.45,0.47,0.47,269500
2020-10-26,0.46,0.48,0.44,0.47,0.47,121100
2020-10-27,0.47,0.48,0.45,0.45,0.45,110500
2020-10-28,0.45,0.47,0.41,0.43,0.43,106400
2020-10-29,0.42,0.44,0.41,0.43,0.43,323200
2020-10-30,0.56,0.62,0.47,0.49,0.49,5332100
2020-11-02,0.5,0.5,0.43,0.43,0.43,296700
2020-11-03,0.43,0.43,0.42,0.43,0.43,166600
2020-11-04,0.42,0.44,0.41,0.44,0.44,155100
2020-11-05,0.42,0.48,0.42,0.48,0.48,194400
2020-11-06,0.42,0.46,0.41,0.43,0.43,384200
2020-11-09,0.43,0.47,0.43,0.46,0.46,544300
2020-11-10,0.45,0.46,0.44,0.44,0.44,87500
2020-11-11,0.44,0.46,0.43,0.45,0.45,95900
2020-11-12,0.45,0.47,0.45,0.45,0.45,240600
2020-11-13,0.47,0.5,0.44,0.45,0.45,560300
2020-11-16,0.45,0.45,0.43,0.44,0.44,114500
2020-11-17,0.43,0.46,0.43,0.46,0.46,89200
2020-11-18,0.45,0.47,0.44,0.46,0.46,102400
2020-11-19,0.44,0.47,0.43,0.45,0.45,415600
2020-11-20,0.46,0.46,0.43,0.44,0.44,75000
2020-11-23,0.43,0.45,0.43,0.44,0.44,165800
2020-11-24,0.45,0.51,0.44,0.46,0.46,650000
2020-11-25,0.47,0.48,0.44,0.48,0.48,264100
2020-11-27,0.49,0.53,0.47,0.5,0.5,262600
2020-11-30,0.52,0.52,0.46,0.46,0.46,143000
2020-12-01,0.5,0.52,0.48,0.51,0.51,308200
2020-12-02,0.54,0.54,0.48,0.52,0.52,123600
2020-12-03,0.54,0.54,0.5,0.51,0.51,136800
2020-12-04,0.51,0.53,0.5,0.52,0.52,172200
2020-12-07,0.53,0.53,0.49,0.51,0.51,1167300
2020-12-08,0.6,0.61,0.5,0.55,0.55,1202800
2020-12-09,0.52,0.54,0.47,0.48,0.48,579400
2020-12-10,0.51,0.65,0.49,0.58,0.58,1638700
2020-12-11,0.54,0.56,0.51,0.54,0.54,305000
2020-12-14,0.54,0.54,0.5,0.51,0.51,267000
2020-12-15,0.52,0.52,0.48,0.51,0.51,216700
2020-12-16,0.51,0.52,0.49,0.5,0.5,111600
2020-12-17,0.5,0.51,0.49,0.5,0.5,121000
2020-12-18,0.49,0.55,0.49,0.51,0.51,235700
2020-12-21,0.52,0.53,0.49,0.49,0.49,154800
2020-12-22,0.5,0.52,0.49,0.5,0.5,66000
2020-12-23,0.54,0.54,0.5,0.53,0.53,549500
2020-12-24,0.54,0.64,0.52,0.57,0.57,1541000
2020-12-28,0.57,0.6,0.51,0.53,0.53,430100
2020-12-29,0.58,0.58,0.52,0.52,0.52,86400
2020-12-30,0.54,0.57,0.52,0.56,0.56,162800
2020-12-31,0.6,0.65,0.56,0.6,0.6,651500
2021-01-04,0.62,0.62,0.56,0.6,0.6,257400
2021-01-05,0.59,0.73,0.59,0.71,0.71,993500
2021-01-06,0.71,0.72,0.61,0.62,0.62,604600
2021-01-07,0.63,0.7,0.62,0.67,0.67,299000
2021-01-08,0.7,0.7,0.64,0.67,0.67,176200
2021-01-11,0.69,0.73,0.65,0.7,0.7,526000
2021-01-12,0.77,0.77,0.69,0.73,0.73,494200
2021-01-13,0.79,0.82,0.75,0.79,0.79,408600
2021-01-14,0.75,0.78,0.73,0.75,0.75,2895400
2021-01-15,0.8,0.97,0.77,0.8,0.8,4656800
2021-01-19,0.73,0.77,0.7,0.76,0.76,1650600
2021-01-20,0.85,0.85,0.77,0.82,0.82,1293100
2021-01-21,0.8,1.03,0.8,0.94,0.94,3320800
2021-01-22,0.95,0.97,0.9,0.96,0.96,1767800
2021-01-25,1.0,1.08,0.85,0.97,0.97,3142300
2021-01-26,0.98,0.99,0.9,0.92,0.92,1244300
2021-01-27,0.86,0.87,0.77,0.81,0.81,1136800
2021-01-28,0.82,1.15,0.8,1.14,1.14,11020900
2021-01-29,0.99,1.0,0.9,0.91,0.91,2839200
2021-02-01,0.92,0.96,0.87,0.89,0.89,2365000
2021-02-02,0.92,0.92,0.85,0.88,0.88,2220700
2021-02-03,0.88,0.98,0.87,0.95,0.95,2997100
2021-02-04,0.93,0.93,0.88,0.92,0.92,1586100
2021-02-05,0.91,0.95,0.89,0.91,0.91,1210500
2021-02-08,0.91,1.01,0.91,0.96,0.96,2000100
2021-02-09,0.99,1.14,0.97,1.1,1.1,2350800
2021-02-10,1.11,1.2,1.01,1.15,1.15,2366300
2021-02-11,1.2,1.28,1.11,1.16,1.16,1462600
2021-02-12,1.16,1.17,1.12,1.16,1.16,698300
2021-02-16,1.2,1.44,1.17,1.4,1.4,2883000
2021-02-17,1.36,1.36,1.2,1.27,1.27,1230900
2021-02-18,1.26,1.27,1.12,1.14,1.14,971600
2021-02-19,1.1,1.19,1.06,1.15,1.15,730000
2021-02-22,1.09,1.32,1.09,1.25,1.25,3234200
2021-02-23,1.12,1.13,0.93,1.05,1.05,1622400
2021-02-24,1.05,1.24,1.05,1.13,1.13,3170600
2021-02-25,1.06,1.11,1.01,1.04,1.04,937900
2021-02-26,1.0,1.02,0.91,0.95,0.95,1027900
